# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-03-26 17:28:17 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02037500 JAMES RIVER NEAR RICHMOND, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02037500
#            TS   parameter     statistic     Description
#        145310       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	145310_00060_00003	145310_00060_00003_cd
USGS	02037500	2021-10-07	2640	A
USGS	02037500	2021-10-08	4610	A
USGS	02037500	2021-10-09	4110	A
USGS	02037500	2021-10-10	3320	A
USGS	02037500	2021-10-11	2960	A
USGS	02037500	2021-10-12	2740	A
USGS	02037500	2021-10-13	2570	A
USGS	02037500	2021-10-14	2490	A
USGS	02037500	2021-10-15	2450	A
USGS	02037500	2021-10-16	2390	A
USGS	02037500	2021-10-17	2290	A
USGS	02037500	2021-10-18	2460	A
USGS	02037500	2021-10-19	2130	A
USGS	02037500	2021-10-20	1940	A
USGS	02037500	2021-10-21	1920	A
USGS	02037500	2021-10-22	1850	A
USGS	02037500	2021-10-23	1820	A
USGS	02037500	2021-10-24	1810	A
USGS	02037500	2021-10-25	1880	A
USGS	02037500	2021-10-26	2150	A
USGS	02037500	2021-10-27	2950	A
USGS	02037500	2021-10-28	3700	A
USGS	02037500	2021-10-29	3180	A
USGS	02037500	2021-10-30	6360	A
USGS	02037500	2021-10-31	9030	A
USGS	02037500	2021-11-01	5620	A
USGS	02037500	2021-11-02	4770	A
USGS	02037500	2021-11-03	4880	A
USGS	02037500	2021-11-04	4520	A
USGS	02037500	2021-11-05	3870	A
USGS	02037500	2021-11-06	3410	A
USGS	02037500	2021-11-07	3070	A
USGS	02037500	2021-11-08	2910	A
USGS	02037500	2021-11-09	2800	A
USGS	02037500	2021-11-10	2700	A
USGS	02037500	2021-11-11	2620	A
USGS	02037500	2021-11-12	2570	A
USGS	02037500	2021-11-13	2560	A
USGS	02037500	2021-11-14	3930	A
USGS	02037500	2021-11-15	4900	A
USGS	02037500	2021-11-16	4650	A
USGS	02037500	2021-11-17	4030	A
USGS	02037500	2021-11-18	3650	A
USGS	02037500	2021-11-19	3340	A
USGS	02037500	2021-11-20	3160	A
USGS	02037500	2021-11-21	3000	A
USGS	02037500	2021-11-22	2800	A
USGS	02037500	2021-11-23	2670	A
USGS	02037500	2021-11-24	2650	A
USGS	02037500	2021-11-25	2610	A
USGS	02037500	2021-11-26	2570	A
USGS	02037500	2021-11-27	2430	A
USGS	02037500	2021-11-28	2440	A
USGS	02037500	2021-11-29	2420	A
USGS	02037500	2021-11-30	2340	A
USGS	02037500	2021-12-01	2330	A
USGS	02037500	2021-12-02	2290	A
USGS	02037500	2021-12-03	2350	A
USGS	02037500	2021-12-04	2160	A
USGS	02037500	2021-12-05	2210	A
USGS	02037500	2021-12-06	2220	A
USGS	02037500	2021-12-07	2150	A
USGS	02037500	2021-12-08	2150	A
USGS	02037500	2021-12-09	2140	A
USGS	02037500	2021-12-10	2120	A
USGS	02037500	2021-12-11	2100	A
USGS	02037500	2021-12-12	2200	A
USGS	02037500	2021-12-13	2240	A
USGS	02037500	2021-12-14	2300	A
USGS	02037500	2021-12-15	2290	A
USGS	02037500	2021-12-16	2180	A
USGS	02037500	2021-12-17	2150	A
USGS	02037500	2021-12-18	2170	A
USGS	02037500	2021-12-19	2170	A
USGS	02037500	2021-12-20	2200	A
USGS	02037500	2021-12-21	2210	A
USGS	02037500	2021-12-22	2200	A
USGS	02037500	2021-12-23	2160	A
USGS	02037500	2021-12-24	2140	A
USGS	02037500	2021-12-25	2090	A
USGS	02037500	2021-12-26	2050	A
USGS	02037500	2021-12-27	2040	A
USGS	02037500	2021-12-28	2030	A
USGS	02037500	2021-12-29	2020	A
USGS	02037500	2021-12-30	2060	A
USGS	02037500	2021-12-31	2110	A
USGS	02037500	2022-01-01	2170	A
USGS	02037500	2022-01-02	2740	A
USGS	02037500	2022-01-03	5860	A:e
USGS	02037500	2022-01-04	7930	A
USGS	02037500	2022-01-05	11200	A
USGS	02037500	2022-01-06	10100	A
USGS	02037500	2022-01-07	8460	A
USGS	02037500	2022-01-08	7380	A
USGS	02037500	2022-01-09	6690	A
USGS	02037500	2022-01-10	6400	A
USGS	02037500	2022-01-11	7070	A
USGS	02037500	2022-01-12	6600	A
USGS	02037500	2022-01-13	6950	A
USGS	02037500	2022-01-14	7060	A
USGS	02037500	2022-01-15	6320	A
USGS	02037500	2022-01-16	5940	A
USGS	02037500	2022-01-17	6710	A
USGS	02037500	2022-01-18	6510	A
USGS	02037500	2022-01-19	6090	A
USGS	02037500	2022-01-20	5530	A
USGS	02037500	2022-01-21	6080	A
USGS	02037500	2022-01-22	6860	A
USGS	02037500	2022-01-23	5960	A
USGS	02037500	2022-01-24	6160	A
USGS	02037500	2022-01-25	5810	A
USGS	02037500	2022-01-26	5270	A
USGS	02037500	2022-01-27	5150	A
USGS	02037500	2022-01-28	5010	A
USGS	02037500	2022-01-29	5030	A
USGS	02037500	2022-01-30	4900	A
USGS	02037500	2022-01-31	4590	A
USGS	02037500	2022-02-01	4230	A
USGS	02037500	2022-02-02	4080	A
USGS	02037500	2022-02-03	3930	A
USGS	02037500	2022-02-04	4430	A
USGS	02037500	2022-02-05	14100	A
USGS	02037500	2022-02-06	34900	A
USGS	02037500	2022-02-07	24500	A
USGS	02037500	2022-02-08	16600	A
USGS	02037500	2022-02-09	12800	A
USGS	02037500	2022-02-10	10500	A
USGS	02037500	2022-02-11	8870	A
USGS	02037500	2022-02-12	7710	A
USGS	02037500	2022-02-13	6880	A
USGS	02037500	2022-02-14	6250	A
USGS	02037500	2022-02-15	5970	A
USGS	02037500	2022-02-16	5610	A
USGS	02037500	2022-02-17	5200	A
USGS	02037500	2022-02-18	5020	A
USGS	02037500	2022-02-19	5000	A
USGS	02037500	2022-02-20	5490	A
USGS	02037500	2022-02-21	5380	A
USGS	02037500	2022-02-22	6070	A
USGS	02037500	2022-02-23	6070	A
USGS	02037500	2022-02-24	6040	A
USGS	02037500	2022-02-25	5840	A
USGS	02037500	2022-02-26	6040	A
USGS	02037500	2022-02-27	7760	A
USGS	02037500	2022-02-28	9620	A
USGS	02037500	2022-03-01	9240	A
USGS	02037500	2022-03-02	8300	A
USGS	02037500	2022-03-03	7530	A
USGS	02037500	2022-03-04	6590	A
USGS	02037500	2022-03-05	6090	A
USGS	02037500	2022-03-06	5520	A
USGS	02037500	2022-03-07	5100	A
USGS	02037500	2022-03-08	4730	A
USGS	02037500	2022-03-09	5350	A
USGS	02037500	2022-03-10	5970	A
USGS	02037500	2022-03-11	6970	A
USGS	02037500	2022-03-12	9200	A
USGS	02037500	2022-03-13	12100	A
USGS	02037500	2022-03-14	11200	A
USGS	02037500	2022-03-15	9470	A
USGS	02037500	2022-03-16	8230	A
USGS	02037500	2022-03-17	9910	A
USGS	02037500	2022-03-18	22500	A
USGS	02037500	2022-03-19	15300	A
USGS	02037500	2022-03-20	10800	A
USGS	02037500	2022-03-21	9180	A
USGS	02037500	2022-03-22	7700	A
USGS	02037500	2022-03-23	6870	A
USGS	02037500	2022-03-24	9500	A
USGS	02037500	2022-03-25	23300	A
USGS	02037500	2022-03-26	15000	A
USGS	02037500	2022-03-27	11500	A
USGS	02037500	2022-03-28	9420	A
USGS	02037500	2022-03-29	8140	A
USGS	02037500	2022-03-30	7280	A
USGS	02037500	2022-03-31	6830	A
USGS	02037500	2022-04-01	6560	A
USGS	02037500	2022-04-02	6500	A
USGS	02037500	2022-04-03	6160	A
USGS	02037500	2022-04-04	5840	A
USGS	02037500	2022-04-05	5810	A
USGS	02037500	2022-04-06	6140	A
USGS	02037500	2022-04-07	7580	A
USGS	02037500	2022-04-08	10400	A
USGS	02037500	2022-04-09	18000	A
USGS	02037500	2022-04-10	18900	A
USGS	02037500	2022-04-11	16200	A
USGS	02037500	2022-04-12	13700	A
USGS	02037500	2022-04-13	11600	A
USGS	02037500	2022-04-14	10200	A
USGS	02037500	2022-04-15	9000	A
USGS	02037500	2022-04-16	7800	A
USGS	02037500	2022-04-17	6870	A
USGS	02037500	2022-04-18	6340	A
USGS	02037500	2022-04-19	7190	A
USGS	02037500	2022-04-20	8530	A
USGS	02037500	2022-04-21	8180	A
USGS	02037500	2022-04-22	8190	A
USGS	02037500	2022-04-23	7620	A
USGS	02037500	2022-04-24	7280	A
USGS	02037500	2022-04-25	6890	A
USGS	02037500	2022-04-26	6390	A
USGS	02037500	2022-04-27	6780	A
USGS	02037500	2022-04-28	6480	A
USGS	02037500	2022-04-29	5770	A
USGS	02037500	2022-04-30	5200	A
USGS	02037500	2022-05-01	4890	A
USGS	02037500	2022-05-02	4690	A
USGS	02037500	2022-05-03	4540	A
USGS	02037500	2022-05-04	4370	A
USGS	02037500	2022-05-05	4260	A
USGS	02037500	2022-05-06	4320	A
USGS	02037500	2022-05-07	5350	A
USGS	02037500	2022-05-08	6960	A
USGS	02037500	2022-05-09	9710	A
USGS	02037500	2022-05-10	14700	A
USGS	02037500	2022-05-11	12300	A
USGS	02037500	2022-05-12	10900	A
USGS	02037500	2022-05-13	9130	A
USGS	02037500	2022-05-14	7920	A
USGS	02037500	2022-05-15	9920	A
USGS	02037500	2022-05-16	9080	A
USGS	02037500	2022-05-17	8360	A
USGS	02037500	2022-05-18	7200	A
USGS	02037500	2022-05-19	6380	A
USGS	02037500	2022-05-20	5680	A
USGS	02037500	2022-05-21	5040	A
USGS	02037500	2022-05-22	4570	A
USGS	02037500	2022-05-23	4160	A
USGS	02037500	2022-05-24	4600	A
USGS	02037500	2022-05-25	8380	A
USGS	02037500	2022-05-26	12400	A
USGS	02037500	2022-05-27	13100	A
USGS	02037500	2022-05-28	18500	A
USGS	02037500	2022-05-29	29400	A
USGS	02037500	2022-05-30	24200	A
USGS	02037500	2022-05-31	16700	A
USGS	02037500	2022-06-01	12400	A
USGS	02037500	2022-06-02	9790	A
USGS	02037500	2022-06-03	8480	A
USGS	02037500	2022-06-04	7800	A
USGS	02037500	2022-06-05	6750	A
USGS	02037500	2022-06-06	5560	A
USGS	02037500	2022-06-07	4790	A
USGS	02037500	2022-06-08	4260	A
USGS	02037500	2022-06-09	4240	A
USGS	02037500	2022-06-10	4260	A
USGS	02037500	2022-06-11	4070	A
USGS	02037500	2022-06-12	5020	A
USGS	02037500	2022-06-13	9270	A
USGS	02037500	2022-06-14	6360	A
USGS	02037500	2022-06-15	4740	A
USGS	02037500	2022-06-16	4050	A
USGS	02037500	2022-06-17	4080	A
USGS	02037500	2022-06-18	4320	A
USGS	02037500	2022-06-19	3360	A
USGS	02037500	2022-06-20	3020	A
USGS	02037500	2022-06-21	2930	A
USGS	02037500	2022-06-22	2730	A
USGS	02037500	2022-06-23	2890	A
USGS	02037500	2022-06-24	6300	A
USGS	02037500	2022-06-25	4400	A
USGS	02037500	2022-06-26	3260	A
USGS	02037500	2022-06-27	2850	A
USGS	02037500	2022-06-28	3360	A
USGS	02037500	2022-06-29	3260	A
USGS	02037500	2022-06-30	2640	A
USGS	02037500	2022-07-01	2350	A
USGS	02037500	2022-07-02	2110	A
USGS	02037500	2022-07-03	2030	A
USGS	02037500	2022-07-04	1970	A
USGS	02037500	2022-07-05	2120	A
USGS	02037500	2022-07-06	1930	A
USGS	02037500	2022-07-07	1900	A
USGS	02037500	2022-07-08	2110	A
USGS	02037500	2022-07-09	3110	A
USGS	02037500	2022-07-10	3660	A
USGS	02037500	2022-07-11	3310	A
USGS	02037500	2022-07-12	2650	A
USGS	02037500	2022-07-13	2350	A
USGS	02037500	2022-07-14	2190	A
USGS	02037500	2022-07-15	2150	A
USGS	02037500	2022-07-16	2360	A
USGS	02037500	2022-07-17	2350	A
USGS	02037500	2022-07-18	2020	A
USGS	02037500	2022-07-19	2290	A
USGS	02037500	2022-07-20	2420	A
USGS	02037500	2022-07-21	2240	A
USGS	02037500	2022-07-22	2000	A
USGS	02037500	2022-07-23	1770	A
USGS	02037500	2022-07-24	1670	A
USGS	02037500	2022-07-25	1840	A
USGS	02037500	2022-07-26	1570	A
USGS	02037500	2022-07-27	1980	A
USGS	02037500	2022-07-28	2120	A
USGS	02037500	2022-07-29	2240	A
USGS	02037500	2022-07-30	2640	A
USGS	02037500	2022-07-31	3070	A
USGS	02037500	2022-08-01	3690	A
USGS	02037500	2022-08-02	3620	A
USGS	02037500	2022-08-03	3890	A
USGS	02037500	2022-08-04	3040	A
USGS	02037500	2022-08-05	2420	A
USGS	02037500	2022-08-06	3790	A
USGS	02037500	2022-08-07	3610	A
USGS	02037500	2022-08-08	2700	A
USGS	02037500	2022-08-09	2500	A
USGS	02037500	2022-08-10	2590	A
USGS	02037500	2022-08-11	2920	A
USGS	02037500	2022-08-12	2770	A
USGS	02037500	2022-08-13	2750	A
USGS	02037500	2022-08-14	2610	A
USGS	02037500	2022-08-15	2510	A
USGS	02037500	2022-08-16	1980	A
USGS	02037500	2022-08-17	1810	A
USGS	02037500	2022-08-18	2110	A
USGS	02037500	2022-08-19	2100	A
USGS	02037500	2022-08-20	1970	A
USGS	02037500	2022-08-21	2010	A
USGS	02037500	2022-08-22	2940	A
USGS	02037500	2022-08-23	7670	A
USGS	02037500	2022-08-24	5830	A
USGS	02037500	2022-08-25	4240	A
USGS	02037500	2022-08-26	3150	A
USGS	02037500	2022-08-27	2280	A
USGS	02037500	2022-08-28	2180	A
USGS	02037500	2022-08-29	1970	A
USGS	02037500	2022-08-30	1770	A
USGS	02037500	2022-08-31	1610	A:e
USGS	02037500	2022-09-01	1600	A
USGS	02037500	2022-09-02	1580	A
USGS	02037500	2022-09-03	1520	A
USGS	02037500	2022-09-04	1440	A
USGS	02037500	2022-09-05	1600	A
USGS	02037500	2022-09-06	1420	A
USGS	02037500	2022-09-07	1390	A
USGS	02037500	2022-09-08	1440	A
USGS	02037500	2022-09-09	2230	A
USGS	02037500	2022-09-10	2780	A
USGS	02037500	2022-09-11	2660	A
USGS	02037500	2022-09-12	2680	A
USGS	02037500	2022-09-13	2570	A
USGS	02037500	2022-09-14	3110	A
USGS	02037500	2022-09-15	2820	A
USGS	02037500	2022-09-16	2340	A
USGS	02037500	2022-09-17	2050	A
USGS	02037500	2022-09-18	1820	A
USGS	02037500	2022-09-19	1640	A
USGS	02037500	2022-09-20	1550	A
USGS	02037500	2022-09-21	1460	A
USGS	02037500	2022-09-22	1410	A
USGS	02037500	2022-09-23	1290	A
USGS	02037500	2022-09-24	1270	A
USGS	02037500	2022-09-25	1340	A
USGS	02037500	2022-09-26	1430	A
USGS	02037500	2022-09-27	1370	A
USGS	02037500	2022-09-28	1210	A
USGS	02037500	2022-09-29	1160	A
USGS	02037500	2022-09-30	1130	A
USGS	02037500	2022-10-01	1400	A
USGS	02037500	2022-10-02	1430	A
USGS	02037500	2022-10-03	1900	A
USGS	02037500	2022-10-04	3000	A
USGS	02037500	2022-10-05	3220	A
USGS	02037500	2022-10-06	3240	A
USGS	02037500	2022-10-07	2610	A
USGS	02037500	2022-10-08	2220	A
USGS	02037500	2022-10-09	1890	A
USGS	02037500	2022-10-10	1650	A
USGS	02037500	2022-10-11	1580	A
USGS	02037500	2022-10-12	1450	A
USGS	02037500	2022-10-13	1500	A
USGS	02037500	2022-10-14	1500	A
USGS	02037500	2022-10-15	1470	A
USGS	02037500	2022-10-16	1680	A
USGS	02037500	2022-10-17	2080	A
USGS	02037500	2022-10-18	1740	A
USGS	02037500	2022-10-19	1660	A
USGS	02037500	2022-10-20	1860	A
USGS	02037500	2022-10-21	1750	A
USGS	02037500	2022-10-22	1650	A
USGS	02037500	2022-10-23	1590	A
USGS	02037500	2022-10-24	1550	A
USGS	02037500	2022-10-25	1490	A
USGS	02037500	2022-10-26	1430	A
USGS	02037500	2022-10-27	1380	A
USGS	02037500	2022-10-28	1390	A
USGS	02037500	2022-10-29	1390	A
USGS	02037500	2022-10-30	1360	A
USGS	02037500	2022-10-31	1360	A
USGS	02037500	2022-11-01	1370	A
USGS	02037500	2022-11-02	1400	A
USGS	02037500	2022-11-03	1480	A
USGS	02037500	2022-11-04	1550	A
USGS	02037500	2022-11-05	1530	A
USGS	02037500	2022-11-06	1490	A
USGS	02037500	2022-11-07	1500	A
USGS	02037500	2022-11-08	1560	A
USGS	02037500	2022-11-09	1980	A
USGS	02037500	2022-11-10	2210	A
USGS	02037500	2022-11-11	2100	A
USGS	02037500	2022-11-12	2480	A
USGS	02037500	2022-11-13	17200	A
USGS	02037500	2022-11-14	18900	A
USGS	02037500	2022-11-15	12200	A
USGS	02037500	2022-11-16	9150	A
USGS	02037500	2022-11-17	12000	A
USGS	02037500	2022-11-18	13800	A
USGS	02037500	2022-11-19	11000	A
USGS	02037500	2022-11-20	8090	A
USGS	02037500	2022-11-21	6390	A
USGS	02037500	2022-11-22	5370	A
USGS	02037500	2022-11-23	4610	A
USGS	02037500	2022-11-24	4110	A
USGS	02037500	2022-11-25	3720	A
USGS	02037500	2022-11-26	3440	A
USGS	02037500	2022-11-27	3330	A
USGS	02037500	2022-11-28	3510	A
USGS	02037500	2022-11-29	3290	A
USGS	02037500	2022-11-30	3260	A
USGS	02037500	2022-12-01	3270	A
USGS	02037500	2022-12-02	3630	A
USGS	02037500	2022-12-03	3730	A
USGS	02037500	2022-12-04	3500	A
USGS	02037500	2022-12-05	3810	A
USGS	02037500	2022-12-06	3850	A
USGS	02037500	2022-12-07	4010	A
USGS	02037500	2022-12-08	4720	A
USGS	02037500	2022-12-09	6470	A
USGS	02037500	2022-12-10	8580	A
USGS	02037500	2022-12-11	7490	A
USGS	02037500	2022-12-12	7170	A
USGS	02037500	2022-12-13	6670	A
USGS	02037500	2022-12-14	5860	A
USGS	02037500	2022-12-15	6700	A
USGS	02037500	2022-12-16	15900	A
USGS	02037500	2022-12-17	18700	A
USGS	02037500	2022-12-18	18100	A
USGS	02037500	2022-12-19	13100	A
USGS	02037500	2022-12-20	10000	A
USGS	02037500	2022-12-21	8220	A
USGS	02037500	2022-12-22	7300	A
USGS	02037500	2022-12-23	21300	A
USGS	02037500	2022-12-24	33300	A
USGS	02037500	2022-12-25	23800	A
USGS	02037500	2022-12-26	17000	A
USGS	02037500	2022-12-27	12400	A
USGS	02037500	2022-12-28	10100	A
USGS	02037500	2022-12-29	8550	A
USGS	02037500	2022-12-30	7470	A
USGS	02037500	2022-12-31	6670	A
USGS	02037500	2023-01-01	7030	A
USGS	02037500	2023-01-02	8370	A
USGS	02037500	2023-01-03	7410	A
USGS	02037500	2023-01-04	6400	A
USGS	02037500	2023-01-05	6030	A
USGS	02037500	2023-01-06	5690	A
USGS	02037500	2023-01-07	5220	A
USGS	02037500	2023-01-08	5010	A
USGS	02037500	2023-01-09	5270	A
USGS	02037500	2023-01-10	5510	A
USGS	02037500	2023-01-11	5550	A
USGS	02037500	2023-01-12	5100	A
USGS	02037500	2023-01-13	5520	A
USGS	02037500	2023-01-14	7170	A
USGS	02037500	2023-01-15	7440	A
USGS	02037500	2023-01-16	6980	A
USGS	02037500	2023-01-17	6740	A
USGS	02037500	2023-01-18	6310	A
USGS	02037500	2023-01-19	6160	A
USGS	02037500	2023-01-20	5790	A
USGS	02037500	2023-01-21	5630	A
USGS	02037500	2023-01-22	5280	A
USGS	02037500	2023-01-23	5310	A
USGS	02037500	2023-01-24	5270	A
USGS	02037500	2023-01-25	5360	A
USGS	02037500	2023-01-26	6680	A
USGS	02037500	2023-01-27	9460	A
USGS	02037500	2023-01-28	9050	A
USGS	02037500	2023-01-29	9350	A
USGS	02037500	2023-01-30	8170	A
USGS	02037500	2023-01-31	7460	A
USGS	02037500	2023-02-01	7340	A
USGS	02037500	2023-02-02	8000	A
USGS	02037500	2023-02-03	7970	A
USGS	02037500	2023-02-04	7480	A
USGS	02037500	2023-02-05	6920	A
USGS	02037500	2023-02-06	6450	A
USGS	02037500	2023-02-07	6050	A
USGS	02037500	2023-02-08	5740	A
USGS	02037500	2023-02-09	5500	A
USGS	02037500	2023-02-10	5210	A
USGS	02037500	2023-02-11	4970	A
USGS	02037500	2023-02-12	5150	A
USGS	02037500	2023-02-13	13400	A
USGS	02037500	2023-02-14	22400	A
USGS	02037500	2023-02-15	29900	A
USGS	02037500	2023-02-16	19800	A
USGS	02037500	2023-02-17	14900	A
USGS	02037500	2023-02-18	14600	A
USGS	02037500	2023-02-19	31400	A
USGS	02037500	2023-02-20	24700	A
USGS	02037500	2023-02-21	18500	A
USGS	02037500	2023-02-22	17300	A
USGS	02037500	2023-02-23	15200	A
USGS	02037500	2023-02-24	12100	A
USGS	02037500	2023-02-25	10000	A
USGS	02037500	2023-02-26	8800	A
USGS	02037500	2023-02-27	8060	A
USGS	02037500	2023-02-28	7500	A
USGS	02037500	2023-03-01	7400	A
USGS	02037500	2023-03-02	7170	A
USGS	02037500	2023-03-03	6830	A
USGS	02037500	2023-03-04	6990	A
USGS	02037500	2023-03-05	9650	A
USGS	02037500	2023-03-06	13300	A
USGS	02037500	2023-03-07	13300	A
USGS	02037500	2023-03-08	11300	A
USGS	02037500	2023-03-09	9860	A
USGS	02037500	2023-03-10	8660	A
USGS	02037500	2023-03-11	7880	A
USGS	02037500	2023-03-12	7210	A
USGS	02037500	2023-03-13	6920	A
USGS	02037500	2023-03-14	6780	A
USGS	02037500	2023-03-15	6270	A
USGS	02037500	2023-03-16	5900	A
USGS	02037500	2023-03-17	5490	A
USGS	02037500	2023-03-18	5290	A
USGS	02037500	2023-03-19	4970	A
USGS	02037500	2023-03-20	4810	A
USGS	02037500	2023-03-21	4600	A
USGS	02037500	2023-03-22	4420	A
USGS	02037500	2023-03-23	4280	A
USGS	02037500	2023-03-24	4180	A
USGS	02037500	2023-03-25	4100	A
USGS	02037500	2023-03-26	4170	A
USGS	02037500	2023-03-27	4280	A
USGS	02037500	2023-03-28	4210	A
USGS	02037500	2023-03-29	4220	A
USGS	02037500	2023-03-30	4240	A
USGS	02037500	2023-03-31	4010	A
USGS	02037500	2023-04-01	3960	A
USGS	02037500	2023-04-02	4490	A
USGS	02037500	2023-04-03	4990	A
USGS	02037500	2023-04-04	5540	A
USGS	02037500	2023-04-05	7370	A
USGS	02037500	2023-04-06	7190	A
USGS	02037500	2023-04-07	7330	A
USGS	02037500	2023-04-08	6540	A
USGS	02037500	2023-04-09	6020	A
USGS	02037500	2023-04-10	5430	A
USGS	02037500	2023-04-11	5620	A
USGS	02037500	2023-04-12	5340	A
USGS	02037500	2023-04-13	4920	A
USGS	02037500	2023-04-14	4600	A
USGS	02037500	2023-04-15	4370	A
USGS	02037500	2023-04-16	4330	A
USGS	02037500	2023-04-17	4800	A
USGS	02037500	2023-04-18	4320	A
USGS	02037500	2023-04-19	4150	A
USGS	02037500	2023-04-20	4030	A
USGS	02037500	2023-04-21	3940	A
USGS	02037500	2023-04-22	3900	A
USGS	02037500	2023-04-23	3980	A
USGS	02037500	2023-04-24	4100	A
USGS	02037500	2023-04-25	3900	A
USGS	02037500	2023-04-26	3570	A
USGS	02037500	2023-04-27	3310	A
USGS	02037500	2023-04-28	4400	A
USGS	02037500	2023-04-29	31800	A
USGS	02037500	2023-04-30	27500	A
USGS	02037500	2023-05-01	23000	A
USGS	02037500	2023-05-02	16800	A
USGS	02037500	2023-05-03	13300	A
USGS	02037500	2023-05-04	11900	A
USGS	02037500	2023-05-05	10600	A
USGS	02037500	2023-05-06	8930	A
USGS	02037500	2023-05-07	7560	A
USGS	02037500	2023-05-08	6750	A
USGS	02037500	2023-05-09	6060	A
USGS	02037500	2023-05-10	5370	A
USGS	02037500	2023-05-11	4870	A
USGS	02037500	2023-05-12	4440	A
USGS	02037500	2023-05-13	4200	A
USGS	02037500	2023-05-14	4580	A
USGS	02037500	2023-05-15	4870	A
USGS	02037500	2023-05-16	4430	A
USGS	02037500	2023-05-17	6890	A
USGS	02037500	2023-05-18	7070	A
USGS	02037500	2023-05-19	5490	A
USGS	02037500	2023-05-20	4390	A
USGS	02037500	2023-05-21	4320	A
USGS	02037500	2023-05-22	3890	A
USGS	02037500	2023-05-23	3490	A
USGS	02037500	2023-05-24	3090	A
USGS	02037500	2023-05-25	2860	A
USGS	02037500	2023-05-26	2760	A
USGS	02037500	2023-05-27	2540	A
USGS	02037500	2023-05-28	2460	A
USGS	02037500	2023-05-29	2490	A
USGS	02037500	2023-05-30	2800	A
USGS	02037500	2023-05-31	3040	A
USGS	02037500	2023-06-01	3110	A
USGS	02037500	2023-06-02	2950	A
USGS	02037500	2023-06-03	2790	A
USGS	02037500	2023-06-04	2630	A
USGS	02037500	2023-06-05	2350	A
USGS	02037500	2023-06-06	2290	A
USGS	02037500	2023-06-07	2150	A
USGS	02037500	2023-06-08	2180	A
USGS	02037500	2023-06-09	2240	A
USGS	02037500	2023-06-10	2140	A
USGS	02037500	2023-06-11	1960	A
USGS	02037500	2023-06-12	1840	A
USGS	02037500	2023-06-13	1730	A
USGS	02037500	2023-06-14	1680	A
USGS	02037500	2023-06-15	1640	A
USGS	02037500	2023-06-16	1640	A
USGS	02037500	2023-06-17	1600	A
USGS	02037500	2023-06-18	1580	A
USGS	02037500	2023-06-19	1520	A
USGS	02037500	2023-06-20	1650	A
USGS	02037500	2023-06-21	1720	A
USGS	02037500	2023-06-22	3130	A
USGS	02037500	2023-06-23	6670	A
USGS	02037500	2023-06-24	10600	A
USGS	02037500	2023-06-25	8670	A
USGS	02037500	2023-06-26	7730	A
USGS	02037500	2023-06-27	8760	A
USGS	02037500	2023-06-28	9360	A
USGS	02037500	2023-06-29	6330	A
USGS	02037500	2023-06-30	4660	A
USGS	02037500	2023-07-01	3780	A
USGS	02037500	2023-07-02	4380	A
USGS	02037500	2023-07-03	6020	A
USGS	02037500	2023-07-04	4380	A
USGS	02037500	2023-07-05	4130	A
USGS	02037500	2023-07-06	4100	A
USGS	02037500	2023-07-07	3150	A
USGS	02037500	2023-07-08	3120	A
USGS	02037500	2023-07-09	4140	A
USGS	02037500	2023-07-10	4270	A
USGS	02037500	2023-07-11	7130	A
USGS	02037500	2023-07-12	4650	A
USGS	02037500	2023-07-13	3230	A
USGS	02037500	2023-07-14	2720	A
USGS	02037500	2023-07-15	7200	A
USGS	02037500	2023-07-16	15000	A
USGS	02037500	2023-07-17	41700	A
USGS	02037500	2023-07-18	17800	A
USGS	02037500	2023-07-19	9780	A
USGS	02037500	2023-07-20	6970	A
USGS	02037500	2023-07-21	5400	A
USGS	02037500	2023-07-22	4380	A
USGS	02037500	2023-07-23	4200	A
USGS	02037500	2023-07-24	3720	A
USGS	02037500	2023-07-25	3630	A
USGS	02037500	2023-07-26	3320	A
USGS	02037500	2023-07-27	2830	A
USGS	02037500	2023-07-28	2570	A
USGS	02037500	2023-07-29	2350	A
USGS	02037500	2023-07-30	2180	A
USGS	02037500	2023-07-31	2170	A
USGS	02037500	2023-08-01	1980	A
USGS	02037500	2023-08-02	2000	A
USGS	02037500	2023-08-03	1960	A
USGS	02037500	2023-08-04	1970	A
USGS	02037500	2023-08-05	1950	A
USGS	02037500	2023-08-06	2700	A
USGS	02037500	2023-08-07	3030	A
USGS	02037500	2023-08-08	2890	A
USGS	02037500	2023-08-09	3020	A
USGS	02037500	2023-08-10	2510	A
